document_id,sha256,path,relative_path,filename,stem,extension,size_bytes,size_mb,created_at,modified_at,page_count,encrypted,pdf_version,title,author,subject,creator,producer,status,error
0033d9791d44daff,0033d9791d44daff6c0fb83a1cadd1f38f545ac968f6014fe69e90a1892fba74,D:\baseia_v3\corpus\Chain-optimazation-pscc-2002.pdf,Chain-optimazation-pscc-2002.pdf,Chain-optimazation-pscc-2002.pdf,Chain-optimazation-pscc-2002,.pdf,167420,0.1597,2026-07-28T00:00:16.754539+00:00,2026-05-06T16:50:04.530314+00:00,7.0,True,1.4,SAPPE.PDF,elvira,,Microsoft Word,Acrobat PDFWriter 4.0 for Windows,ok,
0033d9791d44daff,0033d9791d44daff6c0fb83a1cadd1f38f545ac968f6014fe69e90a1892fba74,D:\baseia_v3\corpus\ChainOfOptModelsForSettingTheEnergyDispatchAndSpotPriceinBrazil_2002.pdf,ChainOfOptModelsForSettingTheEnergyDispatchAndSpotPriceinBrazil_2002.pdf,ChainOfOptModelsForSettingTheEnergyDispatchAndSpotPriceinBrazil_2002.pdf,ChainOfOptModelsForSettingTheEnergyDispatchAndSpotPriceinBrazil_2002,.pdf,167420,0.1597,2026-07-28T00:00:16.809798+00:00,2026-05-06T13:22:51.865041+00:00,7.0,True,1.4,SAPPE.PDF,elvira,,Microsoft Word,Acrobat PDFWriter 4.0 for Windows,ok,
03bd2b697923f28f,03bd2b697923f28f787fde919e7fd4aa14c38ff7827ffe0d65843b79391a5c17,D:\baseia_v3\corpus\A INFLUÊNCIA DAS CARACTERÍSTICAS DO CAMPO ORGANIZACIONAL NA ADOÇÃO DE PRÁTICAS DE.pdf,A INFLUÊNCIA DAS CARACTERÍSTICAS DO CAMPO ORGANIZACIONAL NA ADOÇÃO DE PRÁTICAS DE.pdf,A INFLUÊNCIA DAS CARACTERÍSTICAS DO CAMPO ORGANIZACIONAL NA ADOÇÃO DE PRÁTICAS DE.pdf,A INFLUÊNCIA DAS CARACTERÍSTICAS DO CAMPO ORGANIZACIONAL NA ADOÇÃO DE PRÁTICAS DE,.pdf,820838,0.7828,2026-07-28T00:01:24.684688+00:00,2026-05-21T00:36:02+00:00,10.0,False,1.7,Microsoft Word - GAE-382.docx,Gabriel Magalhaes,,,Microsoft: Print To PDF,ok,
03bd2b697923f28f,03bd2b697923f28f787fde919e7fd4aa14c38ff7827ffe0d65843b79391a5c17,D:\baseia_v3\corpus\GAE_0382.pdf,GAE_0382.pdf,GAE_0382.pdf,GAE_0382,.pdf,820838,0.7828,2026-07-28T00:02:50.128885+00:00,2026-05-22T20:43:58+00:00,10.0,False,1.7,Microsoft Word - GAE-382.docx,Gabriel Magalhaes,,,Microsoft: Print To PDF,ok,
05de4fa5028344bb,05de4fa5028344bbbf233bf77b8efc3fc4eb6d50ad28da2086a36d8ee2b357c9,D:\baseia_v3\corpus\GDS_1190.pdf,GDS_1190.pdf,GDS_1190.pdf,GDS_1190,.pdf,1018369,0.9712,2026-07-28T00:02:50.103248+00:00,2026-05-21T00:36:04+00:00,9.0,False,1.7,Microsoft Word - GDS-1190.docx,Gabriel Magalhaes,,,Microsoft: Print To PDF,ok,
05de4fa5028344bb,05de4fa5028344bbbf233bf77b8efc3fc4eb6d50ad28da2086a36d8ee2b357c9,D:\baseia_v3\corpus\UTILIZAÇÃO DO CONCEITO GYRATOR-CAPACITOR NA MODELAGEM DE TRANSFORMADORES COMPARAÇÃO COM OS MODELOS TRADICIONAIS HERIVELTO DE SOUZA BRONZEADO.pdf,UTILIZAÇÃO DO CONCEITO GYRATOR-CAPACITOR NA MODELAGEM DE TRANSFORMADORES COMPARAÇÃO COM OS MODELOS TRADICIONAIS HERIVELTO DE SOUZA BRONZEADO.pdf,UTILIZAÇÃO DO CONCEITO GYRATOR-CAPACITOR NA MODELAGEM DE TRANSFORMADORES COMPARAÇÃO COM OS MODELOS TRADICIONAIS HERIVELTO DE SOUZA BRONZEADO.pdf,UTILIZAÇÃO DO CONCEITO GYRATOR-CAPACITOR NA MODELAGEM DE TRANSFORMADORES COMPARAÇÃO COM OS MODELOS TRADICIONAIS HERIVELTO DE SOUZA BRONZEADO,.pdf,1018369,0.9712,2026-07-28T00:01:24.691688+00:00,2026-05-21T00:36:04+00:00,9.0,False,1.7,Microsoft Word - GDS-1190.docx,Gabriel Magalhaes,,,Microsoft: Print To PDF,ok,
0d1d5e2f6605b218,0d1d5e2f6605b2181d698a8fcdc5d46798c78391c080fcec7cae991ac8b0fba4,D:\baseia_v3\corpus\GPL 29.pdf,GPL 29.pdf,GPL 29.pdf,GPL 29,.pdf,5343306,5.0958,2026-07-28T00:02:46.878909+00:00,2026-05-21T00:26:04+00:00,7.0,False,1.4,GPL 29,10338,,PDFCreator Version 1.0.2,GPL Ghostscript 8.70,ok,
0d1d5e2f6605b218,0d1d5e2f6605b2181d698a8fcdc5d46798c78391c080fcec7cae991ac8b0fba4,D:\baseia_v3\corpus\NORTE-SUL ANÁLISE DO CONGESTIONAMENTO NA INTERLIGAÇÃO NORTE-.pdf,NORTE-SUL ANÁLISE DO CONGESTIONAMENTO NA INTERLIGAÇÃO NORTE-.pdf,NORTE-SUL ANÁLISE DO CONGESTIONAMENTO NA INTERLIGAÇÃO NORTE-.pdf,NORTE-SUL ANÁLISE DO CONGESTIONAMENTO NA INTERLIGAÇÃO NORTE-,.pdf,5343306,5.0958,2026-07-28T00:01:24.633617+00:00,2026-05-21T00:26:04+00:00,7.0,False,1.4,GPL 29,10338,,PDFCreator Version 1.0.2,GPL Ghostscript 8.70,ok,
2262956ed7bd7fe3,2262956ed7bd7fe3f98eb117f98eabefeec23cedbfff6b6a0fdf09d827a175d3,D:\baseia_v3\corpus\AÇÕES DAS TRANSMISSORAS ASSOCIADAS DA ABRATE PARA VIABILIZAR A IMPLANTAÇÃO DA.pdf,AÇÕES DAS TRANSMISSORAS ASSOCIADAS DA ABRATE PARA VIABILIZAR A IMPLANTAÇÃO DA.pdf,AÇÕES DAS TRANSMISSORAS ASSOCIADAS DA ABRATE PARA VIABILIZAR A IMPLANTAÇÃO DA.pdf,AÇÕES DAS TRANSMISSORAS ASSOCIADAS DA ABRATE PARA VIABILIZAR A IMPLANTAÇÃO DA,.pdf,1002756,0.9563,2026-07-28T00:01:24.687689+00:00,2026-05-21T00:36:02+00:00,9.0,False,1.7,Microsoft Word - GAE-923.docx,Gabriel Magalhaes,,,Microsoft: Print To PDF,ok,
2262956ed7bd7fe3,2262956ed7bd7fe3f98eb117f98eabefeec23cedbfff6b6a0fdf09d827a175d3,D:\baseia_v3\corpus\GAE_0923.pdf,GAE_0923.pdf,GAE_0923.pdf,GAE_0923,.pdf,1002756,0.9563,2026-07-28T00:02:50.146737+00:00,2026-05-22T20:43:58+00:00,9.0,False,1.7,Microsoft Word - GAE-923.docx,Gabriel Magalhaes,,,Microsoft: Print To PDF,ok,
